state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
NB,1992,2125320,3864,373,4237,301,1044,1345,4165,1417,5582,2.63
NC,1992,6974957,15572,2160,17732,1713,3240,4953,17285,5400,22685,3.25
ND,1992,797455,1165,146,1311,95,253,348,1260,399,1659,2.08
NH,1992,1285892,1929,160,2089,88,450,538,2017,610,2627,2.04
NJ,1992,7827815,26121,2253,28374,1288,4677,5965,27409,6930,34339,4.39
NM,1992,1638346,3652,697,4349,262,1599,1861,3914,2296,6210,3.79
NV,1992,1357797,3071,345,3416,371,1098,1469,3442,1443,4885,3.6
NY,1992,20359174,53741,4953,58694,5758,10860,16618,59499,15813,75312,3.7
OH,1992,12850051,20807,2831,23636,1919,4943,6862,22726,7774,30498,2.37
OK,1992,3352288,5970,1417,7387,432,1621,2053,6402,3038,9440,2.82
OR,1992,3142140,4543,277,4820,338,1307,1645,4881,1584,6465,2.06
OT,1992,0,,,,,,,,,,
PA,1992,14099466,23598,1757,25355,1931,2621,4552,25529,4378,29907,2.12
PR,1992,0,0,0,,,,,,,,
RI,1992,1010468,2145,235,2380,104,256,360,2249,491,2740,2.71
SC,1992,3731897,7398,779,8177,605,1655,2260,8003,2434,10437,2.8
SD,1992,801024,1088,170,1258,72,238,310,1160,408,1568,1.96
TN,1992,5397875,9632,2156,11788,796,2920,3716,10428,5076,15504,2.87
TX,1992,17783330,35271,8567,43836,3513,12637,16150,38784,21204,59986,3.37
UT,1992,2134466,3685,176,3861,315,705,1020,4000,881,4881,2.29
VA,1992,7523232,13836,1049,14885,1362,3078,4440,15198,4127,19325,2.57
VI,1992,0,,,,,,,,,,
VT,1992,578599,841,111,952,47,217,264,888,328,1216,2.1
WA,1992,5219685,7697,1064,8761,554,2274,2828,8251,3338,11589,2.22
WI,1992,5135824,10446,1069,11509,1051,2332,3383,11497,3401,14892,2.9
WV,1992,1852949,2602,539,3141,99,576,675,2701,1115,3816,2.06
WY,1992,483388,1262,179,1441,89,419,508,1351,598,1949,4.03
AK,1993,599791,1013,168,1181,72,448,520,1085,616,1701,2.84
AL,1993,7311570,13090,2461,15551,1081,3589,4670,14171,6050,20221,2.77
AR,1993,2486946,3755,886,4641,211,1164,1375,3966,2050,6016,2.42
AS,1993,0,,,,,,,,,,
AZ,1993,4021269,7364,2677,10041,695,3076,3771,8059,5753,13812,3.43
CA,1993,31495250,53910,9063,62973,6051,18243,24294,59961,27306,87267,2.77
CO,1993,4362014,8789,957,9746,1148,2638,3786,9937,3595,13532,3.1
CT,1993,3355486,6725,534,7259,455,1164,1619,7180,1698,8878,2.65
CZ,1993,0,,,,,,,,,,
DC,1993,578000,3425,283,3708,965,549,1514,4390,832,5222,9.03
DE,1993,1042181,3069,347,3416,241,562,803,3310,909,4219,4.05
FL,1993,14652426,31230,10265,41495,3693,14692,18385,34923,24957,59880,4.09
FS,1993,0,,,,,,,,,,
GA,1993,7671543,22407,4427,26834,2895,7427,10322,25302,11854,37156,4.84
GM,1993,0,0,0,,,,,,,,
HI,1993,1225983,2816,221,2749,175,460,635,2991,681,3384,2.76
IA,1993,3920788,5628,597,6225,274,1480,1754,5902,2077,7979,2.04
ID,1993,1332778,2235,158,2393,213,641,854,2448,799,3247,2.44
IL,1993,14871232,33519,4226,37745,3587,8043,11630,37106,12269,49375,3.32
IN,1993,6186846,8812,2169,10981,657,2762,3419,9469,4931,14400,2.33
KS,1993,2920488,6206,858,7064,497,1634,2131,6703,2492,9195,3.15
KY,1993,3874409,6419,855,7274,600,1262,1862,7019,2117,9136,2.36
LA,1993,4868544,12496,878,13374,2558,1861,4419,15054,2739,17793,3.65
MA,1993,6211261,14365,979,15344,916,1561,2477,15281,2540,17821,2.87
MD,1993,5097701,11525,1377,12902,1432,2340,3772,12957,3717,16674,3.27
ME,1993,1273598,1932,305,2237,82,358,440,2014,663,2677,2.1
MI,1993,10536243,18563,2838,21401,2173,4497,6670,20736,7335,28071,2.66
MN,1993,4655542,7009,1149,8158,493,1797,2290,7502,2946,10448,2.24
MO,1993,5705352,9893,1808,11701,902,2509,3411,10795,4317,15112,2.65
MP,1993,0,,,,,,,,,,
MS,1993,3007587,4778,776,5554,326,1246,1572,5104,2022,7126,2.37
MT,1993,1048343,1553,316,1869,69,589,658,1622,905,2527,2.41
NB,1993,1751838,2829,287,3116,229,843,1072,3058,1130,4188,2.39
NC,1993,7061847,17491,2539,20030,1772,3663,5435,19263,6202,25465,3.61
ND,1993,746312,1064,130,1194,74,234,308,1138,364,1502,2.01
NH,1993,1326572,1951,162,2113,92,460,552,2043,622,2665,2.01
NJ,1993,7915254,26173,2293,28466,1353,4671,6024,27526,6964,34490,4.36
NM,1993,1740573,3798,549,4347,261,1223,1484,4059,1772,5831,3.35
NV,1993,1481362,3210,294,3504,380,1195,1575,3590,1489,5079,3.43
NY,1993,20659777,54525,5023,59548,6035,11089,17124,60560,16112,76672,3.71
OH,1993,12580561,20769,2909,23676,2050,4803,6853,22819,7712,30529,2.43
OK,1993,3318281,5836,1240,7076,435,1657,2092,6271,2897,9168,2.76
OR,1993,3147530,4625,310,4935,379,1288,1667,5004,1598,6602,2.1
OT,1993,0,,,,,,,,,,
PA,1993,15014488,24847,1648,26495,2038,2739,4777,26885,4387,31272,2.08
PR,1993,0,0,0,,,,,,,,
RI,1993,1035072,2219,245,2464,110,279,389,2329,524,2853,2.76
SC,1993,3774665,7562,818,8380,665,1669,2334,8227,2487,10714,2.84
SD,1993,764481,1051,203,1254,49,238,287,1100,441,1541,2.02
TN,1993,5435746,9809,2111,11920,872,2977,3849,10681,5088,15769,2.9
TX,1993,18185304,35562,10469,46029,3550,13522,17072,39112,23991,63101,3.47
UT,1993,2628011,4256,219,4475,362,853,1215,4618,1072,5690,2.17
VA,1993,7820944,14376,1729,16105,1466,3497,4963,15842,5226,21068,2.69
VI,1993,0,,,,,,,,,,
VT,1993,653846,920,111,1031,56,235,291,976,346,1322,2.02
WA,1993,6145758,8386,1178,9564,662,2443,3105,9048,3621,12669,2.06
WI,1993,5090113,10465,1040,11499,1150,2354,3504,11615,3394,15003,2.95
WV,1993,1860580,2588,528,3116,99,541,640,2687,1069,3756,2.02
WY,1993,481731,1089,159,1248,60,423,483,1149,582,1731,3.59
AK,1994,606000,998,139,1137,75,439,514,1073,578,1651,2.72
AL,1994,7430489,13385,2410,15795,1116,3743,4859,14501,6153,20654,2.78
AR,1994,2535942,3980,978,4958,250,1261,1511,4230,2239,6469,2.55
AS,1994,0,,,,,,,,,,
AZ,1994,4143152,7518,2628,10146,745,3034,3779,8263,5662,13925,3.36
CA,1994,31681854,54499,9214,63713,6316,18783,25099,60815,27997,88812,2.8
CO,1994,4737741,9898,1499,11397,1206,3273,4479,11104,4772,15876,3.35
CT,1994,3360144,6756,582,7338,480,1187,1667,7236,1769,9005,2.68
CZ,1994,0,,,,,,,,,,
DC,1994,570000,3190,236,3426,935,419,1354,4125,655,4780,8.39
DE,1994,1051091,3049,362,3411,257,596,853,3306,958,4264,4.06
FL,1994,14313765,32028,10904,42932,3920,15300,19220,35948,26204,62152,4.34
FS,1994,0,,,,,,,,,,
GA,1994,8018275,29674,6093,35766,4883,9265,14148,34557,15358,49914,6.23
GM,1994,0,0,0,,,,,,,,
HI,1994,1233301,2662,251,2625,190,478,668,2852,729,3293,2.67
IA,1994,3553886,5139,727,5866,280,1417,1697,5419,2144,7563,2.13
ID,1994,1234552,2025,146,2171,139,699,838,2164,845,3009,2.44
IL,1994,15944472,35309,4327,39636,3843,7624,11467,39152,11951,51103,3.21
IN,1994,6139265,8846,2365,11211,661,2814,3475,9507,5179,14686,2.39
KS,1994,2555019,5683,797,6480,479,1535,2014,6162,2332,8494,3.32
KY,1994,3895764,6488,798,7286,596,1260,1856,7084,2058,9142,2.35
LA,1994,4546151,12114,1120,13234,2153,2139,4292,14267,3259,17526,3.86
MA,1994,6915928,15730,1133,16863,1067,1616,2683,16797,2749,19546,2.83
MD,1994,5141129,11877,1583,13460,1551,2404,3955,13428,3987,17415,3.39
ME,1994,1295605,1917,320,2237,92,346,438,2009,666,2675,2.06
MI,1994,11706699,19282,3016,22298,2217,4214,6431,21499,7230,28729,2.45
MN,1994,4706587,7080,1239,8319,531,1824,2355,7611,3063,10674,2.27
MO,1994,5802781,10218,2001,12219,967,2538,3505,11185,4539,15724,2.71
MP,1994,0,,,,,,,,,,
MS,1994,2984504,4936,880,5816,330,1438,1768,5266,2318,7584,2.54
MT,1994,931941,1416,276,1692,69,498,567,1485,774,2259,2.42
NB,1994,1773743,2828,326,3154,241,886,1127,3069,1212,4281,2.41
NC,1994,7267077,17977,3047,21024,1826,4082,5908,19803,7129,26932,3.71
ND,1994,728367,1015,124,1139,67,244,311,1082,368,1450,1.99
NH,1994,1289263,1925,174,2099,94,467,561,2019,641,2660,2.06
NJ,1994,7945294,26386,2345,28731,1406,4676,6082,27792,7021,34813,4.38
NM,1994,1718635,3397,513,3910,253,1108,1361,3650,1621,5271,3.07
NV,1994,1471250,3240,335,3575,418,1217,1635,3658,1552,5210,3.54
NY,1994,21472094,57191,4880,62069,6728,11650,18378,63919,16530,80447,3.75
OH,1994,12527442,21172,3375,24545,2158,5014,7172,23330,8389,31717,2.53
OK,1994,3304148,5926,1232,7158,431,1650,2081,6357,2882,9239,2.8
OR,1994,3140791,4751,300,5051,426,1312,1738,5177,1612,6789,2.16
OT,1994,0,,,,,,,,,,
PA,1994,13970776,24034,1642,25675,2060,2732,4792,26094,4374,30467,2.18
PR,1994,0,0,0,,,,,,,,
RI,1994,1002570,2234,263,2497,117,279,396,2351,542,2893,2.89
SC,1994,3797015,8008,1002,9010,659,1611,2270,8667,2613,11280,2.97
SD,1994,806698,1111,271,1382,43,322,365,1154,593,1747,2.17
TN,1994,6089443,10957,2464,13421,960,3348,4308,11917,5812,17729,2.91
TX,1994,18603354,36676,11174,47848,3768,14275,18043,40444,25449,65891,3.54
UT,1994,2467121,3809,616,4425,278,1006,1284,4087,1622,5709,2.31
VA,1994,7015074,13837,1635,15472,1394,3374,4768,15231,5009,20240,2.89
VI,1994,0,,,,,,,,,,
VT,1994,593422,830,117,947,48,213,261,878,330,1208,2.04
WA,1994,5591346,8183,1126,9309,693,2395,3088,8876,3521,12397,2.22
WI,1994,5144515,10433,1142,11569,1190,2422,3612,11623,3564,15181,2.95
WV,1994,1862590,2734,521,3255,104,540,644,2838,1061,3899,2.09
WY,1994,491990,1116,143,1259,57,381,438,1173,524,1697,3.45
AK,1995,616027,1109,197,1306,85,490,575,1194,687,1881,3.05
AL,1995,7398222,13667,2772,16439,1078,4021,5099,14745,6793,21538,2.91
AR,1995,2541921,4393,859,5252,354,1319,1673,4747,2178,6925,2.72
AS,1995,0,,,,,,,,,,
AZ,1995,4478561,8294,3016,11310,858,3494,4352,9152,6510,15662,3.5
CA,1995,31904960,56692,10026,66718,6898,19528,26426,63590,29554,93144,2.92
CO,1995,5294939,10480,1925,12405,1309,3543,4852,11789,5468,17257,3.26
CT,1995,3356858,6891,578,7469,532,1138,1670,7423,1716,9139,2.72
CZ,1995,0,,,,,,,,,,
DC,1995,554000,2826,210,3036,865,448,1313,3691,658,4349,7.85
DE,1995,1069770,3069,349,3418,259,600,859,3328,949,4277,4
FL,1995,15688090,35257,11925,47182,4375,16717,21092,39632,28642,68274,4.35
FS,1995,0,,,,,,,,,,
GA,1995,7955249,29662,6843,36505,4737,10221,14958,34399,17064,51463,6.47
GM,1995,0,0,0,,,,,,,,
HI,1995,1241665,2619,226,2557,186,478,664,2805,704,3221,2.59
IA,1995,3249526,4976,644,5620,275,1354,1629,5251,1998,7249,2.23
ID,1995,1236626,2118,154,2272,137,719,856,2255,873,3128,2.53
IL,1995,12093701,29282,3289,32571,3649,6200,9849,32931,9489,42420,3.51
IN,1995,6476500,9592,2462,12054,732,2923,3655,10324,5385,15709,2.43
KS,1995,2566030,5854,908,6762,441,1578,2019,6295,2486,8781,3.42
KY,1995,4295479,7068,949,8017,699,1390,2089,7767,2339,10106,2.35
LA,1995,4560682,12311,1370,13681,2126,2361,4487,14437,3731,18168,3.98
MA,1995,6528151,15469,1239,16708,1075,1773,2848,16544,3012,19556,3
MD,1995,5182371,11901,1554,13455,1627,2381,4008,13528,3935,17463,3.37
ME,1995,1284628,1964,321,2285,91,337,428,2055,658,2713,2.11
MI,1995,11556300,20604,3399,24003,2435,4497,6932,23039,7896,30935,2.68
MN,1995,4742954,7187,1272,8459,569,1969,2538,7756,3241,10997,2.32
MO,1995,5789502,10671,1870,12541,1014,2698,3712,11685,4568,16253,2.81
MP,1995,0,,,,,,,,,,
MS,1995,3211660,5487,1022,6509,378,1554,1932,5865,2576,8441,2.63
MT,1995,946073,1488,327,1815,73,511,584,1561,838,2399,2.54
NB,1995,1821768,2922,375,3297,266,942,1208,3188,1317,4505,2.47
NC,1995,7271479,17228,3148,20376,1836,4006,5842,19064,7154,26218,3.61
ND,1995,797497,1132,146,1278,71,289,360,1203,435,1638,2.05
NH,1995,1422677,2115,199,2314,116,486,602,2231,685,2916,2.05
NJ,1995,7994909,26564,2481,29045,1472,4866,6338,28036,7347,35383,4.43
NM,1995,1912127,3789,540,4329,278,1246,1524,4067,1786,5853,3.06
NV,1995,1547736,3388,364,3752,406,1292,1698,3794,1656,5450,3.52
NY,1995,21564401,64982,5017,69997,8235,11824,20059,73217,16841,90056,4.18
OH,1995,12740078,21375,4164,25537,2234,5249,7483,23609,9413,33020,2.59
OK,1995,3329864,6226,1615,7841,448,1682,2130,6674,3297,9971,2.99
OR,1995,3324867,5772,441,6213,591,1645,2236,6363,2086,8449,2.54
OT,1995,0,,,,,,,,,,
PA,1995,18075349,29032,1917,30947,2424,3441,5865,31456,5358,36812,2.04
PR,1995,0,0,0,,,,,,,,
RI,1995,995440,2217,260,2477,125,292,417,2342,552,2894,2.91
SC,1995,4196039,9363,911,10274,864,2208,3072,10227,3119,13346,3.18
SD,1995,805427,1155,283,1438,50,312,362,1205,595,1800,2.23
TN,1995,5696654,10399,2612,13011,962,3285,4247,11361,5897,17258,3.03
TX,1995,19458958,41995,11912,53905,4322,16773,21095,46317,28685,75000,3.85
UT,1995,2762984,4981,362,5343,456,1057,1513,5437,1419,6856,2.48
VA,1995,8843090,16811,1374,18185,1692,3662,5354,18503,5036,23539,2.66
VI,1995,0,,,,,,,,,,
VT,1995,617410,887,118,1005,62,238,300,949,356,1305,2.11
WA,1995,5714768,8421,1222,9643,761,2359,3120,9182,3581,12763,2.23
WI,1995,5207836,10678,1216,11888,1301,2492,3793,11979,3708,15681,3.01
WV,1995,1868043,2864,480,3344,112,539,651,2976,1019,3995,2.14
WY,1995,490764,1127,121,1248,62,393,455,1189,514,1703,3.47
AK,1996,642609,1158,200,1358,88,521,609,1246,721,1967,3.06
AL,1996,4341388,8794,1764,10558,719,2894,3613,9513,4658,14171,3.26
AR,1996,2696442,4730,948,5678,395,1429,1824,5125,2377,7502,2.78
AS,1996,0,,,,,,,,,,
AZ,1996,4566442,8349,3076,11425,903,3616,4519,9252,6692,15944,3.49
CA,1996,32240347,59116,10173,69289,7356,20712,28068,66472,30885,97357,3.02
CO,1996,5492001,11051,1579,12630,1514,3873,5387,12565,5452,18017,3.28
CT,1996,3355827,7869,839,8708,601,1450,2051,8470,2289,10759,3.21
CZ,1996,0,,,,,,,,,,
DC,1996,543000,2738,251,2989,894,508,1402,3632,759,4391,8.09
DE,1996,1173365,2378,227,2605,243,463,706,2621,690,3311,2.82
FL,1996,14746642,33107,10106,43213,4243,15624,19867,37350,25730,63080,4.28
FS,1996,0,,,,,,,,,,
GA,1996,8171100,28918,6059,34977,4852,9122,13974,33770,15181,48951,5.99
GM,1996,0,0,0,,,,,,,,
HI,1996,1238524,2676,201,2589,203,500,703,2879,701,3292,2.66
IA,1996,3393442,5014,632,5646,388,1491,1879,5402,2123,7525,2.22
ID,1996,1245699,2481,172,2653,173,765,938,2654,937,3591,2.88
IL,1996,12111032,29128,3722,32850,3723,6422,10145,32851,10144,42995,3.55
IN,1996,6480254,9651,2592,12243,728,3093,3821,10379,5685,16064,2.48
KS,1996,2573031,5888,991,6879,443,1668,2111,6331,2659,8990,3.49
KY,1996,3989524,6736,1072,7808,659,1326,1985,7395,2398,9793,2.45
LA,1996,4778405,13010,1537,14547,2429,2650,5079,15439,4187,19626,4.11
MA,1996,7066437,16913,1400,18313,1277,1807,3084,18190,3207,21397,3.03
MD,1996,5214288,12123,1671,13794,1708,2462,4170,13831,4133,17964,3.45
ME,1996,1282396,1956,311,2267,101,344,445,2057,655,2712,2.11
MI,1996,12711632,21619,3223,24842,2529,4619,7148,24148,7842,31990,2.52
MN,1996,4738035,7321,1254,8575,649,2062,2711,7970,3316,11286,2.38
MO,1996,5943591,10919,1888,12807,1053,2958,4011,11972,4846,16818,2.83
MP,1996,0,,,,,,,,,,
MS,1996,3240331,5864,1019,6883,393,1626,2019,6257,2645,8902,2.75
MT,1996,959031,1521,340,1861,78,559,637,1599,899,2498,2.6
NB,1996,1857425,3058,304,3362,284,926,1210,3342,1230,4572,2.46
NC,1996,7393614,17683,3306,20989,1910,4350,6260,19593,7656,27249,3.69
ND,1996,1022174,1438,155,1593,88,307,395,1526,462,1988,1.94
NH,1996,1353077,2082,222,2304,130,473,603,2212,695,2907,2.15
NJ,1996,8039191,27296,2572,29868,1628,4984,6612,28924,7556,36480,4.54
NM,1996,1893645,3832,503,4335,293,1216,1509,4125,1719,5844,3.09
NV,1996,1619186,3553,375,3928,433,1380,1813,3986,1755,5741,3.55
NY,1996,19786862,60568,6024,66591,7926,11534,19460,68494,17558,86051,4.35
OH,1996,13045450,23348,4708,28054,2547,6387,8934,25895,11095,36988,2.84
OK,1996,3349145,6234,1400,7634,473,1704,2177,6707,3104,9811,2.93
OR,1996,3509358,5180,422,5602,464,1620,2084,5644,2042,7686,2.19
OT,1996,0,,,,,,,,,,
PA,1996,14316665,25080,1703,26781,2418,2974,5392,27498,4677,32173,2.25
PR,1996,0,0,0,,,,,,,,
RI,1996,995440,2217,239,2456,128,297,425,2345,536,2881,2.89
SC,1996,3830258,8198,1034,9232,797,1862,2659,8995,2896,11891,3.1
SD,1996,794399,1139,298,1437,51,353,404,1190,651,1841,2.32
TN,1996,6115404,11763,2967,14730,1147,4071,5218,12910,7038,19948,3.26
TX,1996,19906329,40257,11009,51264,4292,14416,18708,44549,25425,69972,3.52
UT,1996,2945140,4595,972,5567,333,1359,1692,4928,2331,7259,2.46
VA,1996,9045731,17204,1447,18651,1840,3616,5456,19044,5063,24107,2.67
VI,1996,0,,,,,,,,,,
VT,1996,1546187,1943,159,2102,128,499,627,2071,658,2729,1.76
WA,1996,6150914,8687,1465,10152,793,2565,3358,9480,4030,13510,2.2
WI,1996,5247548,10787,1278,12059,1334,2679,4013,12121,3957,16072,3.06
WV,1996,1905454,2994,509,3503,121,579,700,3115,1088,4203,2.21
WY,1996,519432,1245,177,1422,80,446,526,1325,623,1948,3.75
AK,1997,614497,793,112,905,78,343,421,871,455,1326,2.16
AL,1997,4388086,8238,1591,9829,725,2618,3343,8963,4209,13172,3
AR,1997,2751304,4413,924,5337,381,1385,1766,4794,2309,7103,2.58
AS,1997,0,,,,,,,,,,
AZ,1997,5076386,8266,3064,11330,943,3661,4604,9209,6725,15934,3.14
CA,1997,32404669,53642,9196,62838,7002,19215,26217,60644,28411,89055,2.75
CO,1997,4305160,8939,1340,10279,1320,2946,4266,10259,4286,14545,3.38
CT,1997,3359730,6138,366,6504,489,908,1397,6627,1274,7901,2.35
CZ,1997,0,,,,,,,,,,
DC,1997,529000,3268,328,3596,955,553,1508,4223,881,5104,9.65
DE,1997,1184711,1867,133,2000,226,324,550,2093,457,2550,2.15
FL,1997,15007458,33464,9789,43253,4504,14902,19406,37968,24691,62659,4.18
FS,1997,0,,,,,,,,,,
GA,1997,9543872,31505,6093,37598,5732,9478,15210,37237,15571,52808,5.53
GM,1997,0,0,0,,,,,,,,
HI,1997,1241657,2838,257,2807,228,597,825,3066,854,3632,2.93
IA,1997,3327314,5034,716,5750,307,1594,1901,5341,2310,7651,2.3
ID,1997,1285429,2134,158,2292,142,716,858,2276,874,3150,2.45
IL,1997,12161076,27828,2620,30448,3742,5359,9101,31570,7979,39549,3.25
IN,1997,6434978,10088,2369,12457,757,3317,4074,10845,5686,16531,2.57
KS,1997,2596039,6059,936,6995,485,1706,2191,6544,2642,9186,3.54
KY,1997,4425325,7292,1113,8405,708,1419,2127,8000,2532,10532,2.38
LA,1997,4615466,13524,1389,14913,2756,2743,5499,16280,4132,20412,4.42
MA,1997,6472802,15815,1295,17110,1243,1739,2982,17058,3034,20092,3.1
MD,1997,5244138,12458,1691,14149,1794,2595,4389,14252,4286,18538,3.53
ME,1997,1300626,2001,298,2299,115,350,465,2116,648,2764,2.13
MI,1997,11237061,19906,2601,22507,2573,4433,7006,22479,7034,29513,2.63
MN,1997,4777837,7438,1320,8758,692,2121,2813,8130,3441,11571,2.42
MO,1997,5721358,11047,2024,13071,1074,3088,4162,12121,5112,17233,3.01
MP,1997,0,,,,,,,,,,
MS,1997,3059460,5560,1181,6741,416,1664,2080,5976,2845,8821,2.88
MT,1997,1194203,1883,419,2302,93,668,761,1976,1087,3063,2.56
NB,1997,1919837,3123,339,3462,315,1006,1321,3438,1345,4783,2.49
NC,1997,7470580,18074,3420,21494,1974,4367,6341,20048,7787,27835,3.73
ND,1997,729519,1114,137,1251,72,257,329,1186,394,1580,2.17
NH,1997,1363533,2104,204,2308,122,497,619,2226,701,2927,2.15
NJ,1997,8106594,27908,2688,30596,1728,5088,6816,29636,7776,37412,4.62
NM,1997,1940911,3928,533,4461,311,1274,1585,4239,1807,6046,3.12
NV,1997,2553326,5253,585,5838,641,2174,2815,5894,2759,8653,3.39
NY,1997,21732114,66887,6712,73598,8448,11840,20288,75335,18552,93886,4.32
OH,1997,12910578,22684,4457,27139,2603,6034,8637,25287,10491,35776,2.77
OK,1997,3365347,6299,1419,7718,505,1815,2320,6804,3234,10038,2.98
OR,1997,3611582,5296,498,5794,491,1584,2075,5787,2082,7869,2.18
OT,1997,0,,,,,,,,,,
PA,1997,16626484,27834,1830,29664,2671,3391,6062,30505,5221,35726,2.15
PR,1997,0,0,0,,,,,,,,
RI,1997,992423,2249,246,2495,137,285,422,2386,531,2917,2.94
SC,1997,3888679,8549,952,9501,876,1871,2747,9425,2823,12248,3.15
SD,1997,772311,1135,309,1444,52,355,407,1187,664,1851,2.4
TN,1997,8127341,16480,3556,20036,1526,5024,6550,18006,8580,26586,3.27
TX,1997,19875535,42536,13063,55597,4430,17943,22373,46966,31006,77970,3.92
UT,1997,2692198,4498,969,5467,341,1239,1580,4839,2208,7047,2.62
VA,1997,9164480,17407,1505,18912,1957,3823,5780,19364,5328,24692,2.69
VI,1997,0,,,,,,,,,,
VT,1997,704376,942,87,1029,73,218,291,1015,305,1320,1.87
WA,1997,6272706,8962,1432,10394,860,2522,3382,9822,3954,13776,2.2
WI,1997,5262910,10891,1289,12174,1393,2753,4146,12284,4042,16320,3.1
WV,1997,1861989,2968,489,3457,115,564,679,3083,1053,4136,2.22
WY,1997,485924,1124,254,1378,58,455,513,1182,709,1891,3.89
AK,1998,622424,1037,206,1243,95,466,561,1132,672,1804,2.9
AL,1998,4414850,9341,1779,11120,744,3045,3789,10085,4824,14909,3.38
AR,1998,2727791,5116,1089,6205,463,1652,2115,5579,2741,8320,3.05
AS,1998,0,,,,,,,,,,
AZ,1998,4890679,9165,3378,12543,1028,4082,5110,10193,7460,17653,3.61
CA,1998,32788290,60959,10774,71733,7938,21348,29286,68897,32122,101019,3.08
CO,1998,4113879,9157,1438,10595,1365,3133,4498,10522,4571,15093,3.67
CT,1998,3547702,7583,638,8221,620,1271,1891,8203,1909,10112,2.85
CZ,1998,0,,,,,,,,,,
DC,1998,523000,3205,291,3496,927,456,1383,4132,747,4879,9.33
DE,1998,764381,2058,302,2360,206,450,656,2264,752,3016,3.95
FL,1998,14966475,33286,10732,44018,4572,15197,19769,37858,25929,63787,4.26
FS,1998,0,,,,,,,,,,
GA,1998,8818995,30175,5315,35490,5474,8723,14197,35649,14038,49687,5.63
GM,1998,0,0,0,,,,,,,,
HI,1998,1289793,2847,230,2789,162,651,813,3009,881,3602,2.79
IA,1998,3181549,5109,754,5863,345,1499,1844,5454,2253,7707,2.42
ID,1998,1272832,2403,181,2584,158,812,970,2561,993,3554,2.79
IL,1998,12309471,30097,3233,33330,4168,6231,10399,34265,9464,43729,3.55
IN,1998,6184894,10266,2540,12806,829,3539,4368,11095,6079,17174,2.78
KS,1998,2629938,6188,973,7161,510,1786,2296,6698,2759,9457,3.6
KY,1998,3990237,7148,832,7980,699,1331,2030,7847,2163,10010,2.51
LA,1998,4584802,13603,1728,15331,2756,2897,5653,16359,4625,20984,4.58
MA,1998,6892453,16862,1423,18285,1282,2067,3349,18144,3490,21634,3.14
MD,1998,5414629,13044,1621,14665,1903,2661,4564,14947,4282,19229,3.55
ME,1998,1311623,2076,328,2404,118,369,487,2194,697,2891,2.2
MI,1998,10840539,19724,2870,22594,2647,4320,6967,22371,7190,29561,2.73
MN,1998,4832520,7569,1569,9138,752,2280,3032,8321,3849,12170,2.52
MO,1998,5902491,11439,2013,13452,1169,3227,4396,12608,5240,17848,3.02
MP,1998,0,,,,,,,,,,
MS,1998,2849169,5297,1179,6476,446,1820,2266,5743,2999,8742,3.07
MT,1998,960689,1560,382,1942,85,617,702,1645,999,2644,2.75
NB,1998,1837263,3038,343,3381,316,965,1281,3354,1308,4662,2.54
NC,1998,7632911,17932,3411,21343,1995,4426,6421,19927,7837,27764,3.64
ND,1998,736236,1142,136,1278,74,249,323,1216,385,1601,2.17
NH,1998,1399417,2202,225,2427,131,525,656,2333,750,3083,2.2
NJ,1998,8159326,28314,2772,31086,1838,5065,6903,30152,7837,37989,4.66
NM,1998,2019910,4094,683,4777,327,1354,1681,4421,2037,6458,3.2
NV,1998,1753364,3490,967,4457,399,1734,2133,3889,2701,6590,3.76
NY,1998,23524930,66347,5964,72310,8629,12517,21146,74976,18481,93456,3.97
OH,1998,12849918,22485,4828,27311,2523,6374,8897,25008,11202,36208,2.82
OK,1998,3401773,6436,1395,7831,503,1941,2444,6939,3336,10275,3.02
OR,1998,3446818,5220,521,5741,487,1648,2135,5707,2169,7876,2.29
OT,1998,0,,,,,,,,,,
PA,1998,14000740,24895,1662,26557,2778,3041,5819,27673,4703,32376,2.31
PR,1998,0,0,0,,,,,,,,
RI,1998,1042286,2539,315,2854,159,357,516,2698,672,3370,3.23
SC,1998,3974369,9270,1053,10323,1064,2123,3187,10334,3176,13510,3.4
SD,1998,757148,1129,281,1410,54,329,383,1183,610,1793,2.37
TN,1998,7967396,16593,5364,21957,1661,5836,7497,18254,11200,29454,3.7
TX,1998,20030698,41467,11194,52659,4581,15524,20105,46048,26718,72764,3.63
UT,1998,3072177,5306,1033,6339,445,1549,1994,5751,2582,8333,2.71
VA,1998,8753655,17389,1472,18861,1876,3617,5493,19265,5089,24354,2.78
VI,1998,0,,,,,,,,,,
VT,1998,625467,915,92,1007,65,201,266,980,293,1273,2.04
WA,1998,6247227,8986,1505,10491,904,2680,3584,9890,4185,14075,2.25
WI,1998,5301409,10879,1472,12345,1439,2950,4389,12318,4422,16734,3.16
WV,1998,2275720,3676,482,4158,136,652,788,3812,1134,4946,2.17
WY,1998,487937,1128,153,1281,72,452,524,1200,605,1805,3.7
AK,1999,619000,1066,193,1259,103,495,598,1169,688,1857,3
AL,1999,4416008,9475,1796,11271,777,3050,3827,10252,4846,15098,3.42
AR,1999,2779185,5308,1040,6348,555,1740,2295,5863,2780,8643,3.11
