state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
HI,1985,1103930,2415,155,2282,123,352,475,2538,507,2757,2.5
IA,1985,2896470,3938,488,4426,164,968,1132,4102,1456,5558,1.92
ID,1985,1092462,1716,70,1786,256,336,592,1972,406,2378,2.18
IL,1985,12715557,26766,2734,29500,1490,4440,5930,28256,7174,35430,2.79
IN,1985,5786663,8384,1307,9691,570,1830,2400,8954,3137,12091,2.09
KS,1985,2535596,4272,500,4772,390,1075,1465,4662,1575,6237,2.46
KY,1985,3752319,4877,777,5654,306,1039,1345,5183,1816,6999,1.87
LA,1985,4945608,10458,657,11115,1988,1190,3178,12446,1847,14293,2.89
MA,1985,6467171,14192,813,15005,595,1214,1809,14787,2027,16814,2.6
MD,1985,4482401,10323,1136,11459,825,1835,2660,11148,2971,14119,3.15
ME,1985,1186940,1790,269,2059,65,312,377,1855,581,2436,2.05
MI,1985,9494361,17632,1729,19361,1392,2958,4350,19024,4687,23711,2.5
MN,1985,4207040,5918,669,6587,243,1162,1405,6161,1831,7992,1.9
MO,1985,5460186,8763,1474,10237,644,1848,2492,9407,3322,12729,2.33
MP,1985,0,,,,,,,,,,
MS,1985,3164163,4087,545,4632,301,938,1239,4388,1483,5871,1.86
MT,1985,1027455,1508,244,1752,35,484,519,1543,728,2271,2.21
NB,1985,1790021,2612,306,2918,137,750,887,2749,1056,3805,2.13
NC,1985,6326235,10898,1130,12028,992,1712,2704,11890,2842,14732,2.33
ND,1985,694962,911,101,1012,86,180,266,997,281,1278,1.84
NH,1985,1182242,1848,181,2029,70,365,435,1918,546,2464,2.08
NJ,1985,7570551,23886,1956,25842,832,3634,4466,24718,5590,30308,4
NM,1985,1596850,2877,576,3453,216,1101,1317,3093,1677,4770,2.99
NV,1985,988831,2421,192,2613,223,797,1020,2644,989,3633,3.67
NY,1985,20790519,53939,4250,58189,3299,7434,10733,57238,11684,68922,3.32
OH,1985,11705694,18394,1613,20002,1318,3433,4751,19712,5046,24753,2.11
OK,1985,3350866,5589,761,6345,341,1427,1768,5930,2188,8113,2.42
OR,1985,2718221,4079,207,4283,200,1129,1329,4279,1336,5612,2.06
OT,1985,0,,,,,,,,,,
PA,1985,13344704,23475,1681,25156,1133,2211,3344,24608,3892,28500,2.14
PR,1985,0,0,0,,,,,,,,
RI,1985,977022,2069,223,2292,48,210,258,2117,433,2550,2.61
SC,1985,3422619,5413,432,5845,325,1032,1357,5738,1464,7202,2.1
SD,1985,764246,932,135,1067,47,201,248,979,336,1315,1.72
TN,1985,5127608,8233,1302,9535,490,1993,2483,8723,3295,12018,2.34
TX,1985,16584642,29517,4622,34137,2713,8811,11524,32230,13433,45661,2.75
UT,1985,1724771,2668,409,3077,96,719,815,2764,1128,3892,2.26
VA,1985,5711964,10408,698,11106,894,2047,2941,11302,2745,14047,2.46
VI,1985,0,,,,,,,,,,
VT,1985,550706,743,89,832,39,191,230,782,280,1062,1.93
WA,1985,4436424,6271,956,7227,325,1704,2029,6596,2660,9256,2.09
WI,1985,5121045,9930,752,10648,709,1625,2334,10639,2377,12982,2.54
WV,1985,2151515,2825,575,3400,116,699,815,2941,1274,4215,1.96
WY,1985,511406,1286,127,1413,90,428,518,1376,555,1931,3.78
AK,1986,607790,1162,342,1504,95,541,636,1257,883,2140,3.52
AL,1986,4498599,7399,1313,8712,533,1971,2504,7932,3284,11216,2.49
AR,1986,2522511,3393,503,3896,206,838,1044,3599,1341,4940,1.96
AS,1986,0,,,,,,,,,,
AZ,1986,3330712,6358,1975,8333,440,2472,2912,6798,4447,11245,3.38
CA,1986,27193441,48881,7274,56155,4100,15598,19698,52981,22872,75853,2.79
CO,1986,3315747,6653,697,7350,737,1883,2620,7390,2580,9970,3.01
CT,1986,3276346,6491,544,7035,342,953,1295,6833,1497,8330,2.54
CZ,1986,0,,,,,,,,,,
DC,1986,626000,3348,240,3588,529,297,826,3877,537,4414,7.05
DE,1986,651392,1184,88,1272,54,194,248,1238,282,1520,2.33
FL,1986,11722365,22702,6917,29619,2255,8862,11117,24957,15779,40736,3.48
FS,1986,0,,,,,,,,,,
GA,1986,7678483,14195,1444,15639,1578,3219,4797,15773,4663,20436,2.66
GM,1986,0,0,0,,,,,,,,
HI,1986,1111930,2391,208,2311,128,308,436,2519,516,2747,2.47
IA,1986,2863256,3939,472,4411,155,1024,1179,4094,1496,5590,1.95
ID,1986,1074066,1742,74,1816,265,349,614,2007,423,2430,2.26
IL,1986,12114990,26325,2489,28814,1873,4354,6227,28198,6843,35041,2.89
IN,1986,6240290,8794,1557,10351,611,1996,2607,9405,3553,12958,2.08
KS,1986,2802695,4613,620,5233,394,1184,1578,5007,1804,6811,2.43
KY,1986,3806026,4954,804,5758,366,942,1308,5320,1746,7066,1.86
LA,1986,5013898,10544,778,11322,2052,1304,3356,12596,2082,14678,2.93
MA,1986,6493262,14674,860,15534,656,1479,2135,15330,2339,17669,2.72
MD,1986,4541987,10484,1151,11635,914,1867,2781,11398,3018,14416,3.17
ME,1986,1190612,1790,268,2058,52,315,367,1842,583,2425,2.04
MI,1986,9734241,18152,1894,20046,1731,3256,4987,19883,5150,25033,2.57
MN,1986,4228232,5886,773,6659,258,1183,1441,6144,1956,8100,1.92
MO,1986,5365282,8879,1573,10452,685,1901,2586,9564,3474,13038,2.43
MP,1986,0,,,,,,,,,,
MS,1986,3082547,3974,563,4537,347,975,1322,4321,1538,5859,1.9
MT,1986,1466348,2090,367,2457,54,692,746,2144,1059,3203,2.18
NB,1986,1804056,2594,321,2915,149,773,922,2743,1094,3837,2.13
NC,1986,6503037,11025,1248,12273,1078,1765,2843,12103,3013,15116,2.32
ND,1986,694455,881,93,974,85,173,258,966,266,1232,1.77
NH,1986,1176867,1733,150,1883,79,354,433,1812,504,2316,1.97
NJ,1986,7810009,24919,2086,27005,866,3866,4732,25785,5952,31737,4.06
NM,1986,1619638,2888,531,3419,208,1114,1322,3096,1645,4741,2.93
NV,1986,1053863,2494,215,2709,241,855,1096,2735,1070,3805,3.61
NY,1986,21580650,56874,4565,61439,3989,8104,12093,60863,12669,73532,3.41
OH,1986,12007691,18214,2047,20256,1338,3632,4970,19552,5679,25226,2.1
OK,1986,3352420,5538,804,6337,328,1347,1675,5866,2151,8012,2.39
OR,1986,2768595,4098,219,4314,230,1179,1409,4328,1398,5723,2.07
OT,1986,0,,,,,,,,,,
PA,1986,13779914,23490,1685,25175,1230,2225,3455,24720,3910,28630,2.08
PR,1986,0,0,0,,,,,,,,
RI,1986,979561,2067,220,2287,55,216,271,2122,436,2558,2.61
SC,1986,3451657,5655,441,6096,378,1099,1477,6033,1540,7573,2.19
SD,1986,770335,949,155,1104,52,193,245,1001,348,1349,1.75
TN,1986,5198362,8411,1334,9745,527,2192,2719,8938,3526,12464,2.4
TX,1986,16811514,31283,4442,35723,2811,8934,11745,34094,13376,47468,2.82
UT,1986,1735843,2666,351,3017,117,672,789,2783,1023,3806,2.19
VA,1986,5792479,10690,737,11427,923,2177,3100,11613,2914,14527,2.51
VI,1986,0,,,,,,,,,,
VT,1986,554275,731,90,821,41,204,245,772,294,1066,1.92
WA,1986,4551017,6422,968,7390,368,1809,2177,6790,2777,9567,2.1
WI,1986,5250012,10022,828,10816,708,1723,2431,10730,2551,13247,2.52
WV,1986,1946789,2627,574,3201,102,600,702,2729,1174,3903,2
WY,1986,510514,1226,140,1366,95,437,532,1321,577,1898,3.72
AK,1987,540022,957,197,1154,68,382,450,1025,579,1604,2.97
AL,1987,4554378,7340,1349,8689,512,2052,2564,7852,3401,11253,2.47
AR,1987,2480157,3235,616,3851,144,869,1013,3379,1485,4864,1.96
AS,1987,0,,,,,,,,,,
AZ,1987,3643719,6833,2322,9155,522,2799,3321,7355,5121,12476,3.42
CA,1987,27894113,49156,7191,56347,4328,15637,19965,53484,22828,76312,2.74
CO,1987,3332589,6699,636,7335,745,2050,2795,7444,2686,10130,3.04
CT,1987,3403796,7029,519,7548,392,1042,1434,7421,1561,8982,2.64
CZ,1987,0,,,,,,,,,,
DC,1987,622000,3336,242,3578,573,377,950,3909,619,4528,7.28
DE,1987,733577,1424,103,1527,79,255,334,1503,358,1861,2.54
FL,1987,12110941,24117,6829,30946,2463,9774,12237,26580,16603,43183,3.57
FS,1987,0,,,,,,,,,,
GA,1987,7697243,15001,1620,16621,1780,3375,5155,16781,4995,21776,2.83
GM,1987,0,0,0,,,,,,,,
HI,1987,1133879,2461,154,2327,150,381,531,2611,535,2858,2.52
IA,1987,2903149,3998,494,4492,170,1082,1252,4168,1576,5744,1.98
ID,1987,1045049,1752,82,1834,252,402,654,2004,484,2488,2.38
IL,1987,12104683,26334,2391,28725,2075,4351,6426,28409,6742,35151,2.9
IN,1987,6373707,8921,1720,10641,667,2106,2773,9588,3826,13414,2.1
KS,1987,2891874,5084,609,5693,477,1273,1750,5561,1882,7443,2.57
KY,1987,5489369,6361,844,7205,485,1164,1649,6846,2008,8854,1.61
LA,1987,4861722,10550,593,11143,2150,1395,3545,12700,1988,14688,3.02
MA,1987,6553433,14992,874,15866,709,1548,2257,15701,2422,18123,2.77
MD,1987,5330426,11532,1238,12770,1067,2171,3238,12599,3409,16008,3
ME,1987,1199451,1814,267,2081,64,326,390,1878,593,2471,2.06
MI,1987,9751277,18338,1901,20239,1787,3315,5102,20125,5216,25341,2.6
MN,1987,4260244,5982,863,6845,280,1312,1592,6262,2175,8437,1.98
MO,1987,5550782,8973,1589,10562,714,2017,2731,9687,3606,13293,2.39
MP,1987,0,,,,,,,,,,
MS,1987,3119644,4170,606,4776,324,939,1263,4494,1545,6039,1.94
MT,1987,1367376,1967,367,2334,50,633,683,2017,1000,3017,2.21
NB,1987,1753102,3037,352,3389,165,846,1011,3202,1198,4400,2.51
NC,1987,7073117,11833,1330,13163,1233,2056,3289,13066,3386,16452,2.33
ND,1987,682901,881,93,974,80,181,261,961,274,1235,1.81
NH,1987,1247786,1842,140,1982,97,383,480,1939,523,2462,1.97
NJ,1987,7817629,25446,1716,27162,948,4365,5313,26394,6081,32475,4.15
NM,1987,1639370,2969,588,3557,214,1146,1360,3183,1734,4917,3
NV,1987,1080174,2546,238,2784,246,872,1118,2792,1110,3902,3.61
NY,1987,20180243,53363,4626,57989,4065,8367,12432,57428,12993,70421,3.49
OH,1987,12225254,19027,2205,21227,1486,3684,5170,20513,5889,26397,2.16
OK,1987,3351892,5473,842,6310,329,1491,1820,5802,2333,8130,2.43
OR,1987,2842972,4142,250,4389,258,1140,1398,4400,1390,5787,2.04
OT,1987,0,,,,,,,,,,
PA,1987,15364011,25111,1894,27005,1438,2650,4088,26549,4544,31093,2.02
PR,1987,0,0,0,,,,,,,,
RI,1987,1065288,2329,235,2564,64,261,325,2393,496,2889,2.71
SC,1987,3564563,5896,585,6481,414,1224,1638,6310,1809,8119,2.28
SD,1987,766676,941,191,1132,43,205,248,984,396,1380,1.8
TN,1987,5258014,8702,1614,10316,553,2226,2779,9255,3840,13095,2.49
TX,1987,16904000,29959,6427,36384,2584,9665,12249,32543,16092,48633,2.88
UT,1987,1820689,2739,436,3175,140,637,777,2879,1073,3952,2.17
VA,1987,5909479,10941,744,11685,963,2273,3236,11904,3017,14921,2.52
VI,1987,0,,,,,,,,,,
VT,1987,561378,762,95,857,44,215,259,806,310,1116,1.99
WA,1987,4615749,6529,905,7434,384,1831,2215,6913,2736,9649,2.09
WI,1987,5187030,9561,814,10341,670,1742,2412,10231,2556,12753,2.46
WV,1987,1945724,2467,585,3052,105,580,685,2572,1165,3737,1.92
WY,1987,492578,1149,148,1297,94,406,500,1243,554,1797,3.65
AK,1988,515736,903,182,1085,60,405,465,963,587,1550,3.01
AL,1988,4624555,7536,1389,8925,528,2166,2694,8064,3555,11619,2.51
AR,1988,2581996,3300,663,3963,165,943,1108,3465,1606,5071,1.96
AS,1988,0,,,,,,,,,,
AZ,1988,3607435,5921,1828,7749,476,2488,2964,6397,4316,10713,2.97
CA,1988,28842764,47600,6387,53987,4150,15459,19609,51750,21846,73596,2.55
CO,1988,3325321,6726,684,7410,772,1994,2766,7498,2678,10176,3.06
CT,1988,3336088,6843,534,7377,388,1067,1455,7231,1601,8832,2.65
CZ,1988,0,,,,,,,,,,
DC,1988,620000,3289,281,3570,631,437,1068,3920,718,4638,7.48
DE,1988,683735,1257,197,1454,71,240,311,1328,437,1765,2.58
FL,1988,12412311,25183,7049,32232,2689,10306,12995,27872,17355,45227,3.64
FS,1988,0,,,,,,,,,,
GA,1988,7564623,15305,1554,16859,1914,3536,5450,17219,5090,22309,2.95
GM,1988,0,,,,,,,,,,
HI,1988,1143879,2477,163,2352,166,384,550,2643,547,2902,2.54
IA,1988,2845958,3940,504,4444,173,1078,1251,4113,1582,5695,2
ID,1988,1036525,1757,89,1846,208,429,637,1965,518,2483,2.4
IL,1988,12008064,26932,2754,29686,2254,4923,7177,29186,7677,36863,3.07
IN,1988,6041555,8510,1664,10174,662,2164,2826,9172,3828,13000,2.15
KS,1988,2834975,5304,687,5991,456,1379,1835,5760,2066,7826,2.76
KY,1988,3740136,4923,666,5589,359,1021,1380,5282,1687,6969,1.86
LA,1988,4912578,10867,593,11460,2217,1287,3504,13084,1880,14964,3.05
MA,1988,7077637,16221,1224,17445,819,1459,2278,17040,2683,19723,2.79
MD,1988,4806173,10866,1186,12052,1041,1990,3031,11907,3176,15083,3.14
ME,1988,1242177,1886,300,2186,75,375,450,1961,675,2636,2.12
MI,1988,9853883,17199,2090,19289,1764,3427,5191,18963,5517,24480,2.48
MN,1988,4320534,6059,901,6960,301,1367,1668,6360,2268,8628,2
MO,1988,5671443,9215,1613,10828,774,2103,2877,9989,3716,13705,2.42
MP,1988,0,,,,,,,,,,
MS,1988,3105399,4303,534,4837,346,1010,1356,4649,1544,6193,1.99
MT,1988,1192413,1714,339,2053,55,581,636,1769,920,2689,2.26
NB,1988,1798838,2733,346,3079,177,813,990,2910,1159,4069,2.26
NC,1988,7009795,12108,1365,13473,1312,2091,3403,13420,3456,16876,2.41
ND,1988,680495,882,102,984,75,192,267,957,294,1251,1.84
NH,1988,1305196,1959,156,2115,87,460,547,2046,616,2662,2.04
NJ,1988,7734524,25646,1986,27632,1039,4509,5548,26685,6495,33180,4.29
NM,1988,1748606,3216,487,3703,249,1110,1359,3465,1597,5062,2.89
NV,1988,1131145,2646,249,2895,283,964,1247,2929,1213,4142,3.66
NY,1988,21228053,55097,4825,59922,4545,10828,15373,59642,15653,75295,3.55
OH,1988,12169471,19311,2205,21514,1549,3965,5514,20860,6170,27028,2.22
OK,1988,3314433,5396,790,6186,390,1391,1781,5786,2181,7967,2.4
OR,1988,2777166,4212,251,4463,261,1235,1496,4473,1486,5959,2.15
OT,1988,0,,,,,,,,,,
PA,1988,16237758,25327,1915,27242,1537,2761,4298,26864,4676,31540,1.94
PR,1988,0,0,0,,,,,,,,
RI,1988,999739,2154,227,2381,69,247,316,2223,474,2697,2.7
SC,1988,3610247,5990,530,6520,455,1290,1745,6445,1820,8265,2.29
SD,1988,841416,1020,188,1208,44,245,289,1064,433,1497,1.78
TN,1988,5245387,8956,1701,10657,656,2215,2871,9612,3916,13528,2.58
TX,1988,16906022,30277,6833,37108,2656,9976,12632,32933,16809,49740,2.94
UT,1988,1773720,2578,391,2969,127,651,778,2705,1042,3747,2.11
VA,1988,6001507,11391,759,12150,1029,2385,3414,12420,3144,15564,2.59
VI,1988,0,,,,,,,,,,
VT,1988,591529,852,107,959,50,226,276,902,333,1235,2.09
WA,1988,4752407,6800,817,7617,458,1856,2314,7258,2673,9931,2.09
WI,1988,5131794,9757,856,10579,829,1783,2612,10586,2639,13191,2.57
WV,1988,1931914,2449,565,3014,92,571,663,2541,1136,3677,1.9
WY,1988,474665,1160,159,1319,96,416,512,1256,575,1831,3.86
AK,1989,527000,889,150,1039,55,386,441,944,536,1480,2.81
AL,1989,4698090,7802,1416,9218,591,2201,2792,8393,3617,12010,2.56
AR,1989,2508605,3364,672,4036,158,978,1136,3522,1650,5172,2.06
AS,1989,0,,,,,,,,,,
AZ,1989,4086741,7724,2341,10065,638,3022,3660,8362,5363,13725,3.36
CA,1989,29504977,52744,8179,60923,5349,17541,22890,58093,25720,83813,2.84
CO,1989,3357359,6793,746,7539,789,2001,2790,7582,2747,10329,3.08
CT,1989,3324648,6814,525,7339,403,1082,1485,7217,1607,8824,2.65
CZ,1989,0,,,,,,,,,,
DC,1989,604000,3275,283,3558,699,459,1158,3974,742,4716,7.81
DE,1989,692488,1294,214,1508,85,269,354,1379,483,1862,2.69
FL,1989,12706303,26377,7793,34170,2741,11586,14327,29118,19379,48497,3.82
FS,1989,0,,,,,,,,,,
GA,1989,7515094,16198,1810,18008,2109,3774,5883,18307,5584,23891,3.18
GM,1989,0,0,0,,,,,,,,
HI,1989,1162879,2546,183,2441,167,415,582,2713,598,3023,2.6
IA,1989,2880483,4054,497,4551,193,1109,1302,4247,1606,5853,2.03
ID,1989,1072364,1787,117,1904,217,448,665,2004,565,2569,2.4
IL,1989,12280613,27134,2767,29901,2363,5059,7422,29497,7826,37323,3.04
IN,1989,6202975,8744,1862,10606,659,2437,3096,9403,4299,13702,2.21
KS,1989,2515468,4723,591,5314,418,1235,1653,5141,1826,6967,2.77
KY,1989,4638842,5999,759,6758,483,1207,1690,6482,1966,8448,1.82
LA,1989,4788966,10879,642,11521,2148,1334,3482,13027,1976,15003,3.13
MA,1989,6991586,15984,1156,17140,818,1584,2402,16802,2740,19542,2.8
MD,1989,4841173,11047,1250,12297,1137,2050,3187,12184,3300,15484,3.2
ME,1989,1338207,1954,318,2272,83,391,474,2037,709,2746,2.05
MI,1989,9678665,18246,2025,20271,2065,3466,5531,20311,5491,25802,2.67
MN,1989,4371987,6209,1016,7225,330,1439,1769,6539,2455,8994,2.06
MO,1989,5532867,9088,1688,10776,820,2148,2968,9908,3836,13744,2.48
MP,1989,0,,,,,,,,,,
MS,1989,3055250,4260,580,4840,333,1008,1341,4593,1588,6181,2.02
MT,1989,1201279,1742,341,2083,54,625,679,1796,966,2762,2.3
NB,1989,1802052,2719,345,3064,186,829,1015,2905,1174,4079,2.26
NC,1989,8240203,16006,1855,17861,1678,2969,4647,17684,4824,22508,2.73
ND,1989,695253,913,104,1017,70,205,275,983,309,1292,1.86
NH,1989,1280738,1934,182,2116,87,472,559,2021,654,2675,2.09
NJ,1989,7751800,26019,2162,28181,1061,4554,5615,27080,6716,33796,4.36
NM,1989,1585422,2984,499,3483,218,1031,1249,3202,1530,4732,2.98
NV,1989,1133419,2724,235,2959,293,1053,1346,3017,1288,4305,3.8
NY,1989,20158138,52707,4898,57605,4725,11226,15951,57432,16124,73556,3.65
OH,1989,11995633,18650,2815,21463,1462,4406,5868,20112,7221,27331,2.28
OK,1989,3281352,5533,1008,6541,359,1519,1878,5892,2527,8419,2.57
OR,1989,2864805,4375,221,4596,289,1199,1488,4664,1420,6084,2.12
OT,1989,0,,,,,,,,,,
PA,1989,15882852,25128,1935,27063,1698,2839,4537,26826,4774,31600,1.99
PR,1989,0,0,0,,,,,,,,
RI,1989,1002916,2167,232,2399,74,246,320,2241,478,2719,2.71
SC,1989,3600205,6218,581,6799,468,1332,1800,6686,1913,8599,2.39
SD,1989,771240,941,117,1058,42,250,292,983,367,1350,1.75
TN,1989,5385049,9861,1975,11836,795,2619,3414,10656,4594,15250,2.83
TX,1989,17168205,30943,7885,38826,2745,10965,13710,33688,18850,52536,3.06
UT,1989,1983340,2813,330,3143,158,677,835,2971,1007,3978,2.01
VA,1989,6123789,11823,813,12636,1065,2531,3596,12888,3344,16232,2.65
VI,1989,0,,,,,,,,,,
VT,1989,584853,826,157,983,44,271,315,870,428,1298,2.22
WA,1989,4775961,6862,870,7732,479,1985,2464,7341,2855,10196,2.13
WI,1989,4918784,9511,823,10315,812,1852,2664,10323,2675,12979,2.64
WV,1989,1907983,2430,582,3012,84,586,670,2514,1168,3682,1.93
WY,1989,478726,1148,173,1321,87,430,517,1235,603,1838,3.84
AK,1990,550043,916,119,1035,72,397,469,988,516,1504,2.73
AL,1990,4158511,7478,1294,8772,595,2173,2768,8073,3467,11540,2.78
AR,1990,2486839,3557,780,4337,168,1023,1191,3725,1803,5528,2.22
AS,1990,0,,,,,,,,,,
AZ,1990,3774980,7214,2293,9507,581,2878,3459,7795,5171,12966,3.43
CA,1990,30350141,54885,8423,63308,5916,18304,24220,60801,26727,87528,2.88
CO,1990,3339552,6900,763,7663,809,2129,2938,7709,2892,10601,3.17
CT,1990,3367735,6990,534,7524,428,1127,1555,7418,1661,9079,2.7
CZ,1990,0,,,,,,,,,,
DC,1990,606900,3809,282,4091,931,499,1430,4740,781,5521,9.1
DE,1990,753628,1895,215,2110,125,411,536,2020,626,2646,3.51
FL,1990,17392470,35675,11126,46801,3804,15714,19518,39479,26840,66319,3.81
FS,1990,0,,,,,,,,,,
GA,1990,7925280,18813,2258,21071,2459,4919,7378,21272,7177,28449,3.59
GM,1990,0,0,0,,,,,,,,
HI,1990,1159108,2645,255,2612,186,360,546,2831,615,3158,2.72
IA,1990,3041472,4388,546,4934,221,1184,1405,4609,1730,6339,2.08
ID,1990,1040655,1764,115,1879,221,469,690,1985,584,2569,2.47
IL,1990,11860627,27115,3024,30139,2611,6383,8994,29726,9407,39133,3.3
IN,1990,5952991,8795,1884,10679,659,2451,3110,9454,4335,13789,2.32
KS,1990,2479255,4971,655,5626,435,1309,1744,5406,1964,7370,2.97
KY,1990,3704741,6156,1186,7342,457,1408,1865,6613,2594,9207,2.49
LA,1990,4492028,11117,588,11705,2218,1347,3565,13335,1935,15270,3.4
MA,1990,7196930,15812,1033,16845,866,1761,2627,16678,2794,19472,2.71
MD,1990,4918073,11398,1329,12727,1270,2201,3471,12668,3530,16198,3.29
ME,1990,1242200,1903,279,2182,86,359,445,1989,638,2627,2.11
MI,1990,9822636,18315,1902,20217,2052,3561,5613,20367,5463,25830,2.63
MN,1990,4761194,7058,934,7992,452,1684,2136,7510,2618,10128,2.13
MO,1990,5456520,9377,1711,11088,824,2289,3113,10201,4000,14201,2.6
MP,1990,0,,,,,,,,,,
MS,1990,2903485,4200,629,4829,324,1023,1347,4524,1652,6176,2.13
MT,1990,990832,1506,238,1744,50,501,551,1556,739,2295,2.32
NB,1990,1784458,2848,302,3150,199,852,1051,3047,1154,4201,2.35
NC,1990,7141030,14708,1932,16640,1516,3063,4579,16224,4995,21219,2.97
ND,1990,724717,940,108,1048,73,213,286,1013,321,1334,1.84
NH,1990,1283257,1917,157,2074,84,462,546,2001,619,2620,2.04
NJ,1990,7764580,26343,2082,28425,1193,4649,5842,27536,6731,34267,4.41
NM,1990,1662164,3232,455,3687,249,1086,1335,3481,1541,5022,3.02
NV,1990,1302790,3003,271,3274,329,1168,1497,3332,1439,4771,3.66
NY,1990,20155821,52037,4507,56544,5148,10783,15931,57185,15290,72475,3.6
OH,1990,12206356,19015,3038,22051,1652,4546,6198,20667,7584,28249,2.31
OK,1990,3190024,5610,1023,6633,378,1635,2013,5988,2658,8646,2.71
OR,1990,2913054,4471,265,4736,312,1267,1579,4783,1532,6315,2.17
OT,1990,0,,,,,,,,,,
PA,1990,13464913,22753,1760,24513,1811,2566,4377,24564,4326,28890,2.15
PR,1990,0,0,0,,,,,,,,
RI,1990,1008925,2185,286,2471,91,246,337,2276,532,2808,2.78
SC,1990,3614216,6587,654,7241,469,1487,1956,7056,2141,9197,2.54
SD,1990,728276,972,194,1166,54,251,305,1026,445,1471,2.02
TN,1990,5358252,9698,1792,11490,810,2861,3671,10508,4653,15161,2.83
TX,1990,17109963,32271,8237,40506,2873,11741,14614,35144,19978,55120,3.22
UT,1990,1836571,2915,253,3168,194,544,738,3109,797,3906,2.13
VA,1990,6193231,12460,895,13355,1205,2646,3851,13665,3541,17206,2.78
VI,1990,0,,,,,,,,,,
VT,1990,571253,853,119,972,50,223,273,903,342,1245,2.18
WA,1990,4907226,7285,1273,8558,505,1981,2486,7790,3254,11044,2.25
WI,1990,4917991,9468,854,10312,907,1961,2868,10375,2815,13180,2.68
WV,1990,1834600,2460,542,3002,91,544,635,2551,1086,3637,1.98
WY,1990,457530,1182,194,1376,83,424,507,1265,618,1883,4.12
AK,1991,572743,1026,169,1195,76,457,533,1102,626,1728,3.02
AL,1991,8104322,14040,2518,16558,1048,3810,4858,15088,6328,21416,2.64
AR,1991,2463821,3576,838,4414,182,1094,1276,3758,1932,5690,2.31
AS,1991,0,,,,,,,,,,
AZ,1991,3778456,7162,2267,9429,602,2936,3538,7764,5203,12967,3.43
CA,1991,30693453,55485,8854,64339,6118,19096,25214,61603,27950,89553,2.92
CO,1991,3853144,8075,950,9025,1002,2467,3469,9077,3417,12494,3.24
CT,1991,3455567,7799,659,8458,485,1356,1841,8284,2015,10299,2.98
CZ,1991,0,,,,,,,,,,
DC,1991,598000,3546,217,3763,956,429,1385,4502,646,5148,8.61
DE,1991,699396,1749,181,1930,122,335,457,1871,516,2387,3.41
FL,1991,13313659,27868,9116,36984,3135,12294,15429,31003,21410,52413,3.94
FS,1991,0,,,,,,,,,,
GA,1991,8041602,20173,2609,22782,2622,5428,8050,22795,8037,30832,3.83
GM,1991,0,,,,,,,,,,
HI,1991,1187105,2755,198,2665,171,445,616,2926,643,3281,2.76
IA,1991,3138015,4676,605,5281,230,1244,1474,4906,1849,6755,2.15
ID,1991,1124610,1919,142,2061,263,508,771,2182,650,2832,2.52
IL,1991,12368054,27807,3189,30996,2820,6754,9574,30627,9943,40570,3.28
IN,1991,6368931,9088,1997,11085,724,2613,3337,9812,4610,14422,2.26
KS,1991,2623402,5297,718,6015,458,1419,1877,5755,2137,7892,3.01
KY,1991,7408650,9555,1265,10820,890,1841,2731,10445,3106,13551,1.83
LA,1991,4502248,11441,587,12028,2594,1110,3704,14035,1697,15732,3.49
MA,1991,6457205,13995,895,14890,832,1594,2426,14827,2489,17316,2.68
